TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
156.693333333,-233.064,36.1398,-4.59652,7.81909,-3.61157,6.12772,2.82999,12.1569,-0.82899,3.1331,-4.25877,1.00579,-8.81704,3.33768,-3.59134,-1.42676,-5.18494,0.382699,-3.43063,4.02725,-3.50998
156.714666667,-173.794,22.3868,3.35255,-3.88908,-9.333,7.1788,-11.7581,8.86241,1.09533,-1.86839,-7.65375,0.63716,-1.74648,6.65814,-1.72903,0.731675,-7.49458,-0.116339,-7.01957,3.32083,-3.10785
156.736000000,-170.925,16.3895,-4.77829,-7.47469,-9.70783,2.27691,-10.5631,11.1073,1.09829,3.28228,-4.8469,2.90393,-2.13157,6.84731,-4.59669,-0.219044,-8.58586,3.0763,1.09696,3.48009,-3.40722
156.757333333,-163.761,16.9182,-12.2317,-7.15773,-9.61687,5.34841,-11.2331,11.6482,-2.77111,3.84868,-5.91411,5.0877,-4.19506,2.07842,-4.97996,5.39433,-8.06587,5.9556,2.57572,4.13246,-2.90497
156.778666667,-174.051,21.4297,-17.4685,-4.9636,-10.9257,7.36334,-8.85791,13.3466,-2.16123,4.91374,-8.5943,7.47934,-2.62091,1.52413,-7.24696,11.1478,-12.1856,4.03115,-0.818103,5.64942,-6.7197
156.800000000,-174.62,20.4688,-18.5443,-6.82522,-11.2704,8.28064,-8.93828,13.943,-3.3102,6.51038,-9.34053,8.66406,-3.12513,0.993396,-7.00451,9.03781,-10.5389,5.35991,-0.78247,5.60113,-5.45458
156.821333333,-168.736,13.4056,-16.4085,-7.10818,-8.43051,6.24455,-6.10664,12.2303,-1.69631,4.29397,-6.94992,6.66894,-3.02295,-0.1109,-4.19774,5.74837,-6.88446,3.94197,1.63584,1.61093,-3.17627
156.842666667,-167.288,15.5967,-17.1537,-3.3935,-6.89274,8.45218,-8.68954,7.51909,-2.14763,5.92838,-3.60132,7.2541,-6.49679,-0.947904,-3.9221,4.98224,-7.68192,5.76423,-0.032344,0.222557,-1.32281
156.864000000,-176.864,15.0095,-16.6743,2.95614,-7.33776,6.7913,-16.1536,1.45205,-3.8274,7.35779,1.79305,9.00781,-6.6866,2.76859,-3.7778,0.719329,-7.38154,6.80449,-2.12701,-0.204331,4.27861
156.885333333,-222.971,25.8602,-8.25829,9.66755,-2.45582,6.87219,-5.19586,5.63398,-4.53764,1.1625,-2.92571,5.06099,-4.66947,2.57922,-5.02623,1.12027,-3.41064,3.04055,-5.47985,1.58258,-1.29632
156.906666667,-181.963,9.58808,-9.78545,9.40241,-4.52814,13.0275,-14.3504,-0.395121,-1.60026,3.20145,-7.64062,5.80713,-9.35569,5.719,-4.32624,6.19579,-7.90714,2.89959,-4.94854,3.07564,0.209986
156.928000000,-193.175,10.2736,-9.51744,15.5254,-1.74611,10.5268,-15.178,1.01898,0.583598,5.32918,-10.984,3.18477,-11.6686,5.94407,-6.49445,5.14136,-9.50926,7.97135,-6.00195,3.6552,-3.91691
156.949333333,-197.947,13.1538,-7.61399,14.0611,-3.92606,14.8849,-12.1066,1.97956,2.78058,1.90468,-13.4415,2.447,-8.31813,6.29646,-7.37512,4.76824,-10.2883,6.58714,-3.50676,4.12832,-4.32223
156.970666667,-200.597,5.75777,-5.24747,14.0563,-7.11827,21.4292,-11.2795,4.55342,-2.10233,-0.53932,-10.1921,6.01192,-9.49632,7.0936,-4.92619,5.87973,-7.48087,6.25709,-3.12054,3.97026,-2.30818
156.992000000,-237.366,25.1797,-8.88725,13.7836,-2.60659,6.15555,-7.99632,12.0977,-1.29152,0.214632,-9.36714,4.13719,-7.06055,1.55545,-8.51935,4.16508,-1.14634,6.17129,-2.82507,3.23577,-1.93869
157.013333333,-243.759,34.0117,-8.23583,15.1559,-2.74872,5.17011,-2.15613,13.1618,-3.4347,-2.29028,-7.24681,5.13892,-6.47021,-0.213137,-7.83624,2.85854,-0.796978,3.22481,-4.52596,3.10102,-1.01241
157.034666667,-233.556,22.9101,-1.23705,9.68109,1.0837,8.1401,-4.17389,13.8598,-6.72342,-1.16217,-8.9625,3.67306,-5.31708,-0.886681,-3.90434,4.0976,-2.63471,1.62716,-2.96083,3.1244,-2.32147
157.056000000,-175.432,2.85424,1.19591,2.27396,-7.7207,13.0059,-11.7663,-3.78605,-6.93702,0.0889039,-4.08206,7.4321,-8.02422,3.59134,1.87672,6.0838,-6.92672,3.92182,-1.44585,-5.40714,0.0324509
157.077333333,-172.961,7.66767,-0.588403,6.33913,-7.53872,10.4066,-12.9589,-4.29587,-8.11981,-0.42612,-4.52195,6.46858,-6.59655,5.11711,0.41752,4.61135,-7.66494,4.82514,-3.57047,-3.86119,-0.972854
157.098666667,-231.179,20.8261,2.53059,8.48607,5.32639,8.73735,-2.72911,7.32249,-2.85261,-0.364612,-9.34092,1.6092,-6.95866,0.269147,-2.63037,6.62443,-2.93374,-1.36469,-5.53309,-2.74939,-3.93203
157.120000000,-225.937,25.4272,-7.47436,21.1282,1.4144,8.88681,-0.810912,6.97454,-6.59374,1.66842,-6.08494,2.87434,-6.97985,0.190744,-6.16254,1.00712,-5.50045,-1.12264,-5.44935,2.03581,-3.81734
157.141333333,-235.504,32.5473,-6.1399,15.1092,3.08628,9.06638,-2.56507,12.0508,-6.73478,-2.742,-10.9253,5.7749,-6.83797,1.56904,-5.78012,3.54915,-5.02764,0.420194,-7.61094,2.02383,-1.71441
157.162666667,-193.815,32.2585,-17.5548,1.66584,-3.5275,6.5703,-5.95004,12.2095,-5.36254,3.29786,-0.707258,10.9132,-6.38029,2.19796,-3.4495,-0.530556,-10.2787,-1.27276,-6.37024,3.28422,-1.8838
157.184000000,-148.118,3.74464,-4.57814,-2.94731,-6.0279,7.42222,-9.71885,11.369,-4.59358,1.9396,-3.74372,9.69604,-6.75739,3.36169,-5.26214,1.97942,-7.69535,1.87923,-4.38654,1.84103,-3.10963
157.205333333,-143.278,10.352,-8.55739,0.598761,-6.26729,9.33555,-8.69233,1.12619,-4.0063,1.67889,-4.74052,5.06527,-6.73652,-1.71719,-2.28552,3.10143,-6.01425,3.36388,-0.758103,1.18418,1.81797
157.226666667,-155.633,18.6729,-18.8043,4.78682,-11.2928,7.82095,-12.2333,5.25191,-9.51387,7.02783,-3.48058,10.123,-7.09967,6.45488,-4.29471,4.80399,-9.52794,5.378,-7.06023,0.865066,-3.27458
